FIPS_y,NeighborGDPComponent_Agric_y,NeighborGDPComponent_Mining_y,NeighborGDPComponent_Natu_y
1001.0,-0.09174611982750043,-0.009105661249085323,0.11687874718560314
1003.0,0.0003643179234147822,0.02068137800080019,0.0016073690417523412
1005.0,-0.05698405654882755,0.002939461856778001,0.10376687355526193
1007.0,0.006450802301480225,0.020658125027015008,-0.02022270235889144
1009.0,-0.012520951044215183,0.00039765856818729686,0.028747051614211337
1015.0,-0.0017680292467216112,0.003998123495294924,0.00274698474835572
1017.0,0.03577129951135908,-0.0037006102164911722,0.0005484360750262736
1019.0,-0.025986295165183308,-0.009586377664349157,-0.023477479087966522
1021.0,0.004733404461050937,-0.005096549716127736,0.014859937098262006
1029.0,0.02078264816822073,-0.0009055817401843677,0.025926285962132534
1031.0,0.00012915992485916668,-0.0004480427043355301,0.00011875528949945116
1033.0,-0.005390426370705182,-0.011314479087307502,0.03660928405155752
1035.0,-0.01939816408496605,-0.001112613215097237,0.12163042408776115
1039.0,0.022456009108569173,-0.001533433864669277,-0.017919409869954793
1043.0,-0.011035822142001245,7.065542307080699e-05,0.02795851329891088
1045.0,0.05628403676657884,-0.004685805120847397,-0.048821578444204705
1047.0,-0.10206933779413883,0.0057167957676558575,0.13206032069311527
1049.0,0.014409262056205373,-0.003425657043685002,0.0033268611055963654
1051.0,-0.02671599615375459,0.01689145884505875,0.03963465416906303
1053.0,-0.0077989161475067025,0.0053243535824479,0.01886648925601077
1055.0,0.0014813644344823587,0.0010002986949725502,0.0027339130089689533
1057.0,0.011522059764117146,0.07692413318815806,-0.03330163300341666
1059.0,0.012305977778696728,-0.001495054543099273,-0.009533952385887851
1061.0,0.0010394497474316465,0.006913419569719784,0.02683767565640083
1069.0,0.010559640673636315,0.004195971418783261,-0.005107069325294745
1071.0,-0.02793233856723826,-0.0007886234952013326,0.04824308603066688
1073.0,-0.004770728096503763,-0.00294205483430126,0.010142495371217745
1075.0,0.11603427738560175,0.09654916411291004,-0.1784700553036097
1077.0,-0.10385152392969699,0.04629252693876991,-0.03794265914600173
1079.0,-0.04482026634647992,-0.061814096051820505,0.03124226459062751
1081.0,0.02504276616910311,0.018008350314348075,-0.05427811862126138
1083.0,-0.022002031417167542,-0.00869781161146068,0.024110082564142325
1085.0,0.053086931041683424,0.06656736994399803,0.053135231328132686
1087.0,-0.05692325173304237,-0.03624347521185902,0.048937230671724334
1089.0,-0.0038909575982258937,0.0019860035465580402,0.006697430751140045
1093.0,0.023034218811037396,0.020101326053222242,-0.03648291341439323
1095.0,-0.029056751187806363,-0.0022583362262786006,0.04588520144609495
1097.0,0.0013860818965494908,0.008226097869344327,-0.004560708264903823
1099.0,0.04045098633397418,0.07318200232656602,-0.05765887292290152
1101.0,-0.013023992812430071,0.00423448119677734,0.024318767468477057
1103.0,-0.0668134041350057,0.002385968482143136,0.0847148932077573
1109.0,-0.0030661759886701483,0.008103427952419707,-0.003289735630245459
1111.0,0.014586741613020385,-0.0307461721115959,0.048176982992712294
1113.0,0.033093754282161915,0.0651920502148531,-0.05695796174779412
1115.0,-0.0006913803311174226,0.003805165603711268,0.0032357129560280154
1117.0,-0.004774859271535453,-0.002567298739471778,0.012708880389724442
1119.0,-0.021479819737689133,0.055752914049419885,-0.015865203578236765
1121.0,-0.007584646133218334,-0.03121332389637798,0.0140492429791489
1123.0,0.03976631602034156,0.06664398711633075,-0.0697813673586394
1125.0,-0.010119121402844376,-0.005238416488563732,0.01881353050832968
1127.0,0.0007803216591721119,0.003956525872429383,0.008324909804076793
1133.0,-0.03082462190274638,-0.0010442936110026928,0.04541120291288772
2016.0,-0.011458142511409398,0.0170898868772362,0.06802130153818832
2020.0,0.008448090591770128,0.0004391505539800278,0.0069109677709658125
2050.0,0.005234231474694079,0.008241378440230568,0.001923192095924587
2068.0,0.02210861680939115,-0.02286077690243489,-0.00684889210017262
2090.0,-0.016567935235362388,0.0009830599681334533,0.026981635576449496
2110.0,0.011233747047989495,0.1476487012448116,-0.013710389156012434
2122.0,0.00297581110182037,-0.0019720286047477478,-0.0011904252178698864
2130.0,0.08808590722229559,0.003927967512115597,-0.050159365788215254
2150.0,-0.0006314052970321669,0.02772598126022871,-0.0004906273329625915
2164.0,1.5780903252673397,-0.504546244497777,-1.4486407805477333
2170.0,0.008117492891619614,-0.007593605781084228,-0.003857422794926656
2180.0,-0.009323740564189265,0.04225053968742932,-0.004627515028984584
2185.0,0.1017650135638091,0.07122143222032457,0.32155581482940254
2188.0,0.08960409734122846,0.08059150058666834,0.20209123360205983
2195.0,-0.11857320982259772,-0.008632565518574851,0.18212918806021056
2198.0,-0.01539468153536824,-0.0005883865241963016,-0.020329000971696674
2220.0,0.0013782006222394544,-0.012012058300811384,0.0022873115110217403
2240.0,-0.27550508011473057,0.1535362686151685,-0.31417819885962356
2261.0,-0.27450355548344474,-0.11598857597521772,0.2625206613915991
2275.0,0.0,0.0,0.0
2290.0,-0.1408891903897398,-0.13529531632594116,-0.205043382106759
4001.0,-0.01994085445573799,-0.010139628330726215,-0.010092084124335945
4003.0,-0.003689657275550131,-0.007592251295744704,0.015089626627907367
4005.0,-0.006351916189786986,4.477380650448094e-05,0.013869194130816805
4007.0,-0.006316350673832029,0.01161799703250762,0.008427620985520936
4009.0,-0.02136636037661017,0.02636678082435994,0.02087162539042381
4012.0,0.005983094759173821,-0.004694084922970882,0.012010506684232055
4013.0,-0.0010962748713276458,-0.0061701791004987825,0.04390762529633195
4015.0,-0.0035535253503992245,-0.0059408549208149804,0.006730612199883169
4017.0,-0.008063098878421755,-0.0028680211375599262,0.021585432229611432
4019.0,-0.008094861328276269,0.007366541513328764,0.002680282201356207
4021.0,-0.020888991146292012,-0.0009872565355657364,0.022633737699340434
4023.0,-0.027678010823441783,-0.0038614488921635045,0.02139765146067445
4025.0,0.002146468646471773,0.0021924839287257815,0.005956335088154255
4027.0,-0.0009494155192057417,-0.006983591230694736,0.02220389221803421
5003.0,-0.0783815846085851,-0.004390600540210289,0.0879622181655283
5005.0,0.011825066580134831,-0.01958704833459448,-0.015090274886028581
5007.0,0.025583559906793646,0.004751691569625227,-0.022384565160472127
5009.0,-0.004626173192305473,-0.009062152056505464,0.004767489069076576
5011.0,0.17332971485384305,-0.01204378942442563,-0.10456024756779693
5013.0,0.22004835366353406,0.16600625234366717,-0.18909864471703094
5015.0,0.03993466479928985,0.0038805430743156016,-0.03928735295259337
5017.0,0.015610212681397038,0.004885660965977327,0.01520969656224646
5019.0,-0.056625703284431554,0.0018378933983716722,0.019723550900743958
5023.0,-0.011096459405474986,0.004973059663028434,0.005480363360121696
5027.0,0.05857705679441782,0.0662721810155143,-0.08932321765835356
5029.0,-0.0067028994902459385,-0.005091236652607772,-0.00323841637201773
5031.0,-0.12556364088575042,-0.014756515820901516,0.13795700117887852
5033.0,0.016702421314491907,0.0307016793947266,-0.028178946903115037
5035.0,-0.03895800289614434,0.002155278981539996,0.055228400931535526
5045.0,0.0017586098222320144,0.006004584459787728,-0.002719000995543847
5049.0,-0.0222501756537282,-0.00035199111087482696,0.053263372675962435
5051.0,-0.0012979030824791975,-0.009005968502112605,0.00894264685933346
5053.0,0.011930059642728565,-0.0015689174821723493,0.019339452392983368
5055.0,-0.03214275965121577,-0.0020080505991556617,0.021899102787561478
5057.0,-0.5284643012325845,-0.01888039457519252,0.6141482430843133
5059.0,0.03345355663116781,-0.01742404340365769,-0.019666681734644597
5063.0,0.004112383477216645,0.0004902512576077144,0.00460293515773193
5065.0,0.02611747456678984,-0.0021360535397424146,-0.011592292614705133
5067.0,0.007863472777173093,-0.010030980610695437,0.016901641091043917
5069.0,0.02139132458820936,0.004863999564556486,-0.057698222200171755
5071.0,0.03819722004034351,0.04833915896405813,-0.060337888348377604
5075.0,0.0378290798123549,0.02059938160377358,-0.017372002557226596
5079.0,-0.019821280297379198,-0.026763265079424337,-0.017713786087849057
5083.0,0.01684712226896654,0.031020444711326516,-0.002805667773545132
5085.0,0.006048422780803642,-0.0012119270892269121,0.0010098447645574785
5087.0,0.020344395287803053,0.015318927382701488,-0.0017444413060265576
5093.0,0.03375903237013641,0.056979519492645195,0.03216461987505808
5099.0,-0.0760136814309105,-0.005919071410478536,0.11154904756017174
5103.0,0.03216054891080905,0.007574662609119131,0.014115039452880389
5115.0,0.0074867911857688,0.00886596711049135,-0.01223003014620866
5119.0,-0.0002399377574896014,0.0011007912684382849,-0.006385781973983613
5121.0,-0.15548499516813769,-0.0002734838663422997,0.17616614217969723
5123.0,0.011016832603043886,0.0032970172987858365,0.0109370292242276
5125.0,0.007614023475910323,-0.008089985593200417,0.0012217697059459269
5127.0,0.11891453282104375,-0.005255388864404064,0.04661979628433623
5131.0,0.002823457509422334,0.03415941833000352,-0.013799830389553276
5133.0,0.20302859066460274,0.028176565516917773,-0.14307961554606158
5135.0,-0.019487211413218977,0.05225164934968292,0.03846424849042499
5139.0,-0.006031704887566176,-0.000996926831548453,0.015449029954274093
5141.0,-0.09737932857866566,-0.01780035600875332,0.17082978994049106
5143.0,0.00985929506005712,-0.009156840461876576,-0.004911746045990428
5145.0,-0.00531963361797134,0.007322135314964743,0.013617835626849196
5149.0,0.010588633615146828,0.001687337139327066,0.01438312220600156
6001.0,-0.006077919432003196,0.0035286233343991575,-0.0005194740067648636
6005.0,0.017865157069314998,0.01434168847938807,-0.0005404093215217176
6007.0,-0.02311612604947222,0.008495935804211124,0.0072487153960224295
6009.0,-0.062475926582403696,0.020251163670505782,0.056411075420627316
6011.0,0.002167281213866227,0.17254418748108646,0.048826381350072466
6013.0,-0.006043026575655494,-0.02316014572980053,0.02806252434025964
6015.0,-0.2135426344382006,-0.004505749404950299,0.35144420230027634
6017.0,-0.028516121446373572,0.004840384763914859,0.03218510344916905
6019.0,0.15512869721420425,0.017968740976695378,-0.14239791453070766
6021.0,0.04185653569330319,-0.010843394038391555,0.03355543044368904
6023.0,0.11386345767248762,-0.0032737541977954747,-0.11876151501571848
6025.0,0.047771993058263816,-0.0066768004660028146,0.008395352260403971
6027.0,-0.003523490514790475,0.006625018147865657,-0.0027891294126831546
6029.0,-0.003728338633032652,0.022072774292605773,-0.0029296792144131653
6031.0,-0.01118262359126837,-0.03350006599729181,0.0831052198978697
6033.0,-0.03948724189004993,0.016375902939899545,0.04033353314712013
6037.0,0.0071205250013120745,-0.004904485964161266,0.011544791772018793
6039.0,0.06850385188659912,0.00230550320399725,-0.07635160085130094
6041.0,0.009245237685962894,0.009932788070738382,-0.024378971151317805
6043.0,-0.024963059525715044,0.01031299727531405,0.03874382286550427
6045.0,0.00901703546140421,0.001112035530666738,-0.026868916668667402
6047.0,0.040688404231529904,0.002777837004994129,-0.0482170226813524
6051.0,-0.037199570171503306,-0.013417257099924551,0.06997998087096
6053.0,0.4134729896078808,0.033383353188221145,-0.40480214332025954
6055.0,-0.06662507099539819,-0.003762531655088357,0.08621984517329807
6057.0,-0.019136458217364188,-0.011734457080516777,0.02188614051273403
6059.0,0.04165484587752523,0.03264688042883226,-0.05465383100944883
6061.0,0.0016504075240907877,0.0014292479204497904,-0.009635498408119569
6063.0,-0.08493240088341747,0.00038169145117491685,0.04472089281774505
6065.0,0.017199848553482656,-0.0004435505673725433,-0.018090012882415806
6067.0,-0.00516699204706962,0.01142122080512234,0.004858307319744165
6069.0,-0.16512288626472144,-0.004605533107217261,0.17650174133412427
6071.0,0.005640658356144597,-0.005175641748556937,0.010065643856013247
6073.0,-0.08014227867476272,-0.021360434073336064,0.10129136860992004
