"FIPS_y","Agri_2001","Agri_2002","Agri_2003","Agri_2004","Agri_2005","Agri_2006","Agri_2007","Agri_2008","Agri_2009","Agri_2010","Agri_2011","Agri_2012","Agri_2013","Agri_2014","Agri_2015","Agri_2016","Agri_2017","Agri_2018","Agri_2019","Agri_2020","All_2001","All_2002","All_2003","All_2004","All_2005","All_2006","All_2007","All_2008","All_2009","All_2010","All_2011","All_2012","All_2013","All_2014","All_2015","All_2016","All_2017","All_2018","All_2019","All_2020","Mini_2001","Mini_2002","Mini_2003","Mini_2004","Mini_2005","Mini_2006","Mini_2007","Mini_2008","Mini_2009","Mini_2010","Mini_2011","Mini_2012","Mini_2013","Mini_2014","Mini_2015","Mini_2016","Mini_2017","Mini_2018","Mini_2019","Mini_2020","Util_2001","Util_2002","Util_2003","Util_2004","Util_2005","Util_2006","Util_2007","Util_2008","Util_2009","Util_2010","Util_2011","Util_2012","Util_2013","Util_2014","Util_2015","Util_2016","Util_2017","Util_2018","Util_2019","Util_2020","Neig_2001","Neig_2002","Neig_2003","Neig_2004","Neig_2005","Neig_2006","Neig_2007","Neig_2008","Neig_2009","Neig_2010","Neig_2011","Neig_2012","Neig_2013","Neig_2014","Neig_2015","Neig_2016","Neig_2017","Neig_2018","Neig_2019","Neig_2020","M4_2001","M4_2002","M4_2003","M4_2004","M4_2005","M4_2006","M4_2007","M4_2008","M4_2009","M4_2010","M4_2011","M4_2012","M4_2013","M4_2014","M4_2015","M4_2016","M4_2017","M4_2018","M4_2019","M4_2020","M4.I_2001","M4.I_2002","M4.I_2003","M4.I_2004","M4.I_2005","M4.I_2006","M4.I_2007","M4.I_2008","M4.I_2009","M4.I_2010","M4.I_2011","M4.I_2012","M4.I_2013","M4.I_2014","M4.I_2015","M4.I_2016","M4.I_2017","M4.I_2018","M4.I_2019","M4.I_2020","clusters"
37047,119894,NA,50343,59671,111727,94915,NA,NA,NA,90674,75659,82809,101671,NA,NA,NA,NA,NA,96144,117475,1354292,NA,1289963,1320476,1414485,1470709,NA,NA,NA,1502115,1443242,1381881,1439845,NA,NA,NA,NA,NA,1356650,1352481,0,NA,82,91,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,21984,NA,20329,22865,22665,21278,NA,NA,NA,24733,26217,27008,38717,NA,NA,NA,NA,NA,24758,26725,18586731,NA,18610218,20094918,21346851,22383966,NA,NA,NA,20658882,20444166,20155741,20583004,NA,NA,NA,NA,NA,24201159,23528665,842.551020539099,NA,935.325803416099,987.507224344436,1044.63754894069,1113.14895258306,NA,NA,NA,1185.92030214638,1224.02139392336,1274.51443066992,1300.34891711287,NA,NA,NA,NA,NA,1995.29705310664,2200.17239653667,0.0123106634426838,NA,0.00894558132567215,0.0208890160047776,0.0323855171988804,0.0336687229377164,NA,NA,NA,0.00103861655365034,0.000959678125724309,0.000730982779898323,0.000634191337358313,NA,NA,NA,NA,NA,0.00203294714947334,0.000516115658467254,"A"
37049,77637,47355,55331,74888,94555,86057,31461,62808,62898,48086,34640,47895,40279,33917,23260,NA,39531,22015,39527,43542,3886806,3832588,4034326,4219267,4521835,4588254,4731979,4627405,4473259,4579941,4508070,4498290,4695169,4847516,4871076,NA,4362353,4300811,4478427,4392257,2076,2386,3903,4574,19475,15942,15734,12149,9230,11482,7741,6159,8191,9562,12058,NA,14669,9740,12665,9734,27333,27256,27504,29665,26827,30222,30575,33133,29786,36192,36207,41747,37679,36787,37425,NA,40157,35501,38272,38799,15845201,15636628,15729414,15963112,17043695,17745021,18143985,18021690,17949383,18315736,18421220,18163583,19097505,19716178,20424218,NA,20684890,20032193,20282078,19476016,842.551020539099,890.822964332896,935.325803416099,987.507224344436,1044.63754894069,1113.14895258306,1203.69183926629,1227.04363453638,1169.74713118292,1185.92030214638,1224.02139392336,1274.51443066992,1300.34891711287,1343.2795363846,1409.53038778281,NA,1536.87018570448,1620.06558881241,1995.29705310664,2200.17239653667,0.0123106634426838,0.00741533256088218,0.00894558132567215,0.0208890160047776,0.0323855171988804,0.0336687229377164,0.0163354635367169,0.00347956112524506,0.00169167040367151,0.00103861655365034,0.000959678125724309,0.000730982779898323,0.000634191337358313,0.000650597238381161,0.00140387168091139,NA,0.00683594983532652,0.00843278653498697,0.00203294714947334,0.000516115658467254,"A"
37051,45123,5436,4411,50075,35481,93107,32719,50859,47659,38561,37256,51529,55890,58602,46654,62568,66009,57946,52311,52476,11950660,12639507,12922545,13457927,14347321,14546702,14905611,15512053,15792710,16390196,16666387,16433802,16309253,16233477,16398417,16252181,15362117,15437728,15830084,15599222,375,0,0,2217,3053,1602,0,344,1960,2042,1023,835,478,16,0,0,0,0,0,0,26511,32611,24680,25571,22767,29248,31186,38641,33824,40274,39124,37190,33545,36181,37796,42677,49813,54031,54494,59521,24999062,24434129,25214748,26800654,28133115,28874219,28149133,28353677,28750453,29494756,29176964,28402524,28453306,28620513,28977972,28950013,28795752,28912111,29397481,28694719,842.551020539099,890.822964332896,935.325803416099,987.507224344436,1044.63754894069,1113.14895258306,1203.69183926629,1227.04363453638,1169.74713118292,1185.92030214638,1224.02139392336,1274.51443066992,1300.34891711287,1343.2795363846,1409.53038778281,1472.05463416467,1536.87018570448,1620.06558881241,1995.29705310664,2200.17239653667,0.0123106634426838,0.00741533256088218,0.00894558132567215,0.0208890160047776,0.0323855171988804,0.0336687229377164,0.0163354635367169,0.00347956112524506,0.00169167040367151,0.00103861655365034,0.000959678125724309,0.000730982779898323,0.000634191337358313,0.000650597238381161,0.00140387168091139,0.00310481785210469,0.00683594983532652,0.00843278653498697,0.00203294714947334,0.000516115658467254,"A"
37055,15196,14679,13146,10252,8983,7403,5911,4945,6883,10145,10401,14222,15349,13746,14173,11888,10136,7455,NA,NA,1638831,1737887,1838587,1931723,1972804,1862800,1782214,1734969,1636910,1725414,1705590,1734285,1754345,1882271,1900039,1965901,2025670,2052402,NA,NA,70,196,453,456,368,337,227,197,202,228,158,126,174,225,256,295,299,283,NA,NA,7543,8271,8584,8546,8735,9281,9422,10755,8869,9777,9115,7680,7529,7251,7705,8590,8696,9177,NA,NA,2206465,2344180,2507396,2632114,2718981,2585646,2528933,2415295,2290262,2442711,2457560,2520455,2540910,2652442,2670219,2698885,2822767,2886629,NA,NA,842.551020539099,890.822964332896,935.325803416099,987.507224344436,1044.63754894069,1113.14895258306,1203.69183926629,1227.04363453638,1169.74713118292,1185.92030214638,1224.02139392336,1274.51443066992,1300.34891711287,1343.2795363846,1409.53038778281,1472.05463416467,1536.87018570448,1620.06558881241,NA,NA,0.0123106634426838,0.00741533256088218,0.00894558132567215,0.0208890160047776,0.0323855171988804,0.0336687229377164,0.0163354635367169,0.00347956112524506,0.00169167040367151,0.00103861655365034,0.000959678125724309,0.000730982779898323,0.000634191337358313,0.000650597238381161,0.00140387168091139,0.00310481785210469,0.00683594983532652,0.00843278653498697,NA,NA,"A"
37057,12366,3296,6842,8046,14081,16946,16378,12766,8873,18424,14584,22461,18635,21895,24181,25281,19035,NA,NA,NA,3912439,4016535,3955343,3942231,4003445,4028299,3942388,4062849,4120176,4430247,4308009,3868771,3914480,3838414,3963785,4162456,4360868,NA,NA,NA,11202,10333,10557,18271,13285,10543,10513,8623,9155,9744,4355,3600,4406,3670,4060,4803,5093,NA,NA,NA,12298,13759,16266,13666,12443,13204,12969,15754,16148,16441,15868,15287,17187,15057,14275,15968,14667,NA,NA,NA,62897216,63966915,64697959,65438128,67270553,69508439,68783666,69648631,67227338,67546303,67076717,65636663,67292666,68058300,69295758,69349802,71144351,NA,NA,NA,842.551020539099,890.822964332896,935.325803416099,987.507224344436,1044.63754894069,1113.14895258306,1203.69183926629,1227.04363453638,1169.74713118292,1185.92030214638,1224.02139392336,1274.51443066992,1300.34891711287,1343.2795363846,1409.53038778281,1472.05463416467,1536.87018570448,NA,NA,NA,0.0123106634426838,0.00741533256088218,0.00894558132567215,0.0208890160047776,0.0323855171988804,0.0336687229377164,0.0163354635367169,0.00347956112524506,0.00169167040367151,0.00103861655365034,0.000959678125724309,0.000730982779898323,0.000634191337358313,0.000650597238381161,0.00140387168091139,0.00310481785210469,0.00683594983532652,NA,NA,NA,"A"
37061,328647,203476,192365,270058,302122,333361,405736,519992,598045,644290,NA,413255,525986,640338,594483,583167,655278,593754,482198,335655,2453918,2190706,2262361,2496925,2472353,2763259,2801878,2797516,2701300,2538749,NA,2043315,2121282,2188560,2135767,2056941,2108590,2022718,1980410,1868773,255,0,0,0,0,42,1304,1254,513,242,NA,0,0,0,0,0,0,0,0,0,3787,4903,4843,4482,2181,3893,2341,3144,4507,6309,NA,5882,5932,5785,4750,10181,12626,12012,13564,14214,17468649,16611876,16866019,18046366,18701547,19230104,19610712,20292165,20394752,21002365,NA,20328669,20579401,20579663,20444345,19712328,19964432,19604088,19785922,19066406,842.551020539099,890.822964332896,935.325803416099,987.507224344436,1044.63754894069,1113.14895258306,1203.69183926629,1227.04363453638,1169.74713118292,1185.92030214638,NA,1274.51443066992,1300.34891711287,1343.2795363846,1409.53038778281,1472.05463416467,1536.87018570448,1620.06558881241,1995.29705310664,2200.17239653667,0.0123106634426838,0.00741533256088218,0.00894558132567215,0.0208890160047776,0.0323855171988804,0.0336687229377164,0.0163354635367169,0.00347956112524506,0.00169167040367151,0.00103861655365034,NA,0.000730982779898323,0.000634191337358313,0.000650597238381161,0.00140387168091139,0.00310481785210469,0.00683594983532652,0.00843278653498697,0.00203294714947334,0.000516115658467254,"A"
37065,108237,NA,NA,NA,90788,73286,12313,38521,NA,57449,50703,50654,49691,53793,50725,79160,NA,NA,NA,NA,1998386,NA,NA,NA,2001169,1961161,1863744,1798781,NA,2257288,1724292,1572716,1481515,1429165,1442132,1474020,NA,NA,NA,NA,10167,NA,NA,NA,8655,5439,1164,1033,NA,2354,928,940,1261,1527,1385,2723,NA,NA,NA,NA,36058,NA,NA,NA,37856,35769,38969,38496,NA,36117,28495,13770,11034,11781,10449,16560,NA,NA,NA,NA,18088190,NA,NA,NA,18746250,19796321,20001495,19969448,NA,20835479,20395932,18871935,19203060,20585377,21987431,21842949,NA,NA,NA,NA,842.551020539099,NA,NA,NA,1044.63754894069,1113.14895258306,1203.69183926629,1227.04363453638,NA,1185.92030214638,1224.02139392336,1274.51443066992,1300.34891711287,1343.2795363846,1409.53038778281,1472.05463416467,NA,NA,NA,NA,0.0123106634426838,NA,NA,NA,0.0323855171988804,0.0336687229377164,0.0163354635367169,0.00347956112524506,NA,0.00103861655365034,0.000959678125724309,0.000730982779898323,0.000634191337358313,0.000650597238381161,0.00140387168091139,0.00310481785210469,NA,NA,NA,NA,"A"
37069,55649,NA,NA,NA,17232,23549,NA,NA,57820,NA,NA,43276,36007,NA,45776,49065,NA,NA,NA,NA,941637,NA,NA,NA,1155198,1317694,NA,NA,1382138,NA,NA,1177878,1284670,NA,1554182,1622618,NA,NA,NA,NA,4374,NA,NA,NA,4066,5902,NA,NA,2871,NA,NA,1430,2114,NA,3361,4368,NA,NA,NA,NA,3680,NA,NA,NA,6558,6795,NA,NA,5604,NA,NA,6210,5722,NA,6451,7673,NA,NA,NA,NA,51136076,NA,NA,NA,58747487,62561213,NA,NA,64367349,NA,NA,67968914,71701174,NA,82272861,86848465,NA,NA,NA,NA,842.551020539099,NA,NA,NA,1044.63754894069,1113.14895258306,NA,NA,1169.74713118292,NA,NA,1274.51443066992,1300.34891711287,NA,1409.53038778281,1472.05463416467,NA,NA,NA,NA,0.0123106634426838,NA,NA,NA,0.0323855171988804,0.0336687229377164,NA,NA,0.00169167040367151,NA,NA,0.000730982779898323,0.000634191337358313,NA,0.00140387168091139,0.00310481785210469,NA,NA,NA,NA,"A"
37071,18656,13546,8302,14389,21881,19630,6070,1080,931,2133,383,396,3479,7577,12588,14463,17279,17264,13424,16150,5731061,5887126,5892345,6153888,6229599,6533340,6445736,6392445,5915472,6819512,6548963,6097418,6258213,6363224,6389776,6464629,6731036,6963153,6879133,6463902,36912,9493,9836,7583,8105,6822,2175,1748,1172,1116,1326,493,95,47,27,34,13527,18045,14407,11914,341063,298426,352458,329654,306720,345433,374428,383493,240945,390310,309819,165535,149773,157345,126373,124123,103608,102646,107477,100159,70811871,72886721,76242870,81253541,88038058,94321487,95958330,105473776,98345385,93864285,100175924,106582062,105634196,108569996,112861839,115602882,121886672,123144750,126058663,124504971,842.551020539099,890.822964332896,935.325803416099,987.507224344436,1044.63754894069,1113.14895258306,1203.69183926629,1227.04363453638,1169.74713118292,1185.92030214638,1224.02139392336,1274.51443066992,1300.34891711287,1343.2795363846,1409.53038778281,1472.05463416467,1536.87018570448,1620.06558881241,1995.29705310664,2200.17239653667,0.0123106634426838,0.00741533256088218,0.00894558132567215,0.0208890160047776,0.0323855171988804,0.0336687229377164,0.0163354635367169,0.00347956112524506,0.00169167040367151,0.00103861655365034,0.000959678125724309,0.000730982779898323,0.000634191337358313,0.000650597238381161,0.00140387168091139,0.00310481785210469,0.00683594983532652,0.00843278653498697,0.00203294714947334,0.000516115658467254,"A"
37081,76268,56579,50847,57628,58142,71356,30694,43469,49848,40285,31218,39502,27067,27587,23700,8695,6019,5572,4904,8451,27552565,28511229,28418063,27754751,28496016,29663738,29948262,30686258,30093339,30246411,30772797,28952268,30002518,30122643,30909726,30474821,30769456,30766069,30726779,29444965,101478,100905,316319,62767,51219,52803,53309,45799,39953,28447,19015,16589,18379,20685,24864,26080,29864,23553,28287,19971,57766,65875,60646,58231,53471,53648,37223,42347,35597,38798,38920,37392,40683,39766,39634,44967,43547,44990,44903,52039,64643205,65715721,66335240,67498443,69151636,71687826,70974149,71976495,69509862,69991969,69862156,67897958,69219640,69719569,70565882,70597161,71925632,71403186,72129754,67464940,842.551020539099,890.822964332896,935.325803416099,987.507224344436,1044.63754894069,1113.14895258306,1203.69183926629,1227.04363453638,1169.74713118292,1185.92030214638,1224.02139392336,1274.51443066992,1300.34891711287,1343.2795363846,1409.53038778281,1472.05463416467,1536.87018570448,1620.06558881241,1995.29705310664,2200.17239653667,0.0123106634426838,0.00741533256088218,0.00894558132567215,0.0208890160047776,0.0323855171988804,0.0336687229377164,0.0163354635367169,0.00347956112524506,0.00169167040367151,0.00103861655365034,0.000959678125724309,0.000730982779898323,0.000634191337358313,0.000650597238381161,0.00140387168091139,0.00310481785210469,0.00683594983532652,0.00843278653498697,0.00203294714947334,0.000516115658467254,"A"
37083,86398,62432,NA,NA,NA,103352,NA,33431,NA,NA,NA,40473,36639,NA,19601,25288,56492,27155,48091,25739,1350188,1357808,NA,NA,NA,1487922,NA,1309269,NA,NA,NA,1353218,1348858,NA,1308799,1297846,1321790,1320703,1328783,1258487,0,42,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,38505,32024,NA,NA,NA,37922,NA,43592,NA,NA,NA,56777,64023,NA,62044,64000,50984,58065,52643,66876,10903886,10671466,NA,NA,NA,11772204,NA,11377929,NA,NA,NA,10166132,10268979,NA,12671851,12641939,11499838,10884705,10749831,10333226,842.551020539099,890.822964332896,NA,NA,NA,1113.14895258306,NA,1227.04363453638,NA,NA,NA,1274.51443066992,1300.34891711287,NA,1409.53038778281,1472.05463416467,1536.87018570448,1620.06558881241,1995.29705310664,2200.17239653667,0.0123106634426838,0.00741533256088218,NA,NA,NA,0.0336687229377164,NA,0.00347956112524506,NA,NA,NA,0.000730982779898323,0.000634191337358313,NA,0.00140387168091139,0.00310481785210469,0.00683594983532652,0.00843278653498697,0.00203294714947334,0.000516115658467254,"A"
37091,68820,97376,71550,92757,82268,58714,54817,26037,31031,24944,6653,36824,31643,32006,40771,35176,51102,18972,28897,11049,678133,724154,699275,726052,720611,719199,704300,708325,687303,699191,680070,767015,745487,727987,694332,707108,732904,721612,767056,771618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2363,2782,2647,2344,1993,2019,1962,8206,7668,8015,7487,7760,7943,7599,7917,10151,10604,12908,17778,23357,2789050,2706500,2741439,2790326,2852030,2923562,2812246,2644178,2629125,2536517,2470820,2509687,2448592,2434076,2488110,2506455,2664917,2557761,2693055,2601938,842.551020539099,890.822964332896,935.325803416099,987.507224344436,1044.63754894069,1113.14895258306,1203.69183926629,1227.04363453638,1169.74713118292,1185.92030214638,1224.02139392336,1274.51443066992,1300.34891711287,1343.2795363846,1409.53038778281,1472.05463416467,1536.87018570448,1620.06558881241,1995.29705310664,2200.17239653667,0.0123106634426838,0.00741533256088218,0.00894558132567215,0.0208890160047776,0.0323855171988804,0.0336687229377164,0.0163354635367169,0.00347956112524506,0.00169167040367151,0.00103861655365034,0.000959678125724309,0.000730982779898323,0.000634191337358313,0.000650597238381161,0.00140387168091139,0.00310481785210469,0.00683594983532652,0.00843278653498697,0.00203294714947334,0.000516115658467254,"A"
37093,32104,NA,1768,40349,36303,NA,NA,25906,24537,NA,35623,32498,39889,36880,31334,34176,44244,NA,NA,33864,841401,NA,1010696,1215172,1290683,NA,NA,872831,1314914,NA,1040040,758698,785287,787911,802949,874933,915347,NA,NA,1061625,169,NA,177,141,213,NA,NA,276,157,NA,124,152,258,475,682,805,819,NA,NA,623,309,NA,699,586,271,NA,NA,1276,803,NA,819,593,713,801,1244,2279,2947,NA,NA,3798,21718651,NA,22146216,23431724,24703723,NA,NA,25168870,25730041,NA,26256875,25640213,25662046,25983316,26729935,26409036,25889026,NA,NA,26055076,842.551020539099,NA,935.325803416099,987.507224344436,1044.63754894069,NA,NA,1227.04363453638,1169.74713118292,NA,1224.02139392336,1274.51443066992,1300.34891711287,1343.2795363846,1409.53038778281,1472.05463416467,1536.87018570448,NA,NA,2200.17239653667,0.0123106634426838,NA,0.00894558132567215,0.0208890160047776,0.0323855171988804,NA,NA,0.00347956112524506,0.00169167040367151,NA,0.000959678125724309,0.000730982779898323,0.000634191337358313,0.000650597238381161,0.00140387168091139,0.00310481785210469,0.00683594983532652,NA,NA,0.000516115658467254,"A"
37095,24148,21547,34417,29332,45351,39502,55624,4035,4636,5506,4774,49795,41341,6857,5553,5835,5460,8756,5886,5581,178512,178440,193479,195233,211580,198013,204538,153557,149760,165498,169653,200608,186533,158969,157883,152898,152925,151517,151288,140693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898,1053,1028,872,782,872,972,1032,953,895,942,938,942,889,1006,1265,1288,1224,1239,1086,3923966,3903637,4005197,3920680,4086596,4053612,4174403,4000755,3879048,3950729,3972640,4086826,4274732,4412227,4360206,4691047,4620339,4465319,4463044,4206207,842.551020539099,890.822964332896,935.325803416099,987.507224344436,1044.63754894069,1113.14895258306,1203.69183926629,1227.04363453638,1169.74713118292,1185.92030214638,1224.02139392336,1274.51443066992,1300.34891711287,1343.2795363846,1409.53038778281,1472.05463416467,1536.87018570448,1620.06558881241,1995.29705310664,2200.17239653667,0.0123106634426838,0.00741533256088218,0.00894558132567215,0.0208890160047776,0.0323855171988804,0.0336687229377164,0.0163354635367169,0.00347956112524506,0.00169167040367151,0.00103861655365034,0.000959678125724309,0.000730982779898323,0.000634191337358313,0.000650597238381161,0.00140387168091139,0.00310481785210469,0.00683594983532652,0.00843278653498697,0.00203294714947334,0.000516115658467254,"A"
37097,120072,139352,180196,119484,102147,93777,73851,38377,5831,15858,40435,43935,43134,69278,65736,47621,55736,26929,35499,58615,5279529,5417312,5633740,5976554,6293936,6497186,6492361,6514849,6132715,6340432,6748363,6687083,7004634,7236650,7494030,7634627,7884911,8106773,8507630,8500010,7725,7451,9493,9543,7710,7875,7637,6010,4534,5007,3713,2904,4281,4827,5686,6567,8178,7276,7909,5129,11921,13163,14271,13340,13031,13032,11768,17655,18556,18425,14534,24373,29462,28913,28935,32192,30197,48763,53310,57149,84725399,86784211,89991400,95529185,102640385,109625862,110627148,118404094,110301124,105158445,111439052,117844555,116565162,119824355,124928994,127849017,134297216,135126918,137953686,135908217,842.551020539099,890.822964332896,935.325803416099,987.507224344436,1044.63754894069,1113.14895258306,1203.69183926629,1227.04363453638,1169.74713118292,1185.92030214638,1224.02139392336,1274.51443066992,1300.34891711287,1343.2795363846,1409.53038778281,1472.05463416467,1536.87018570448,1620.06558881241,1995.29705310664,2200.17239653667,0.0123106634426838,0.00741533256088218,0.00894558132567215,0.0208890160047776,0.0323855171988804,0.0336687229377164,0.0163354635367169,0.00347956112524506,0.00169167040367151,0.00103861655365034,0.000959678125724309,0.000730982779898323,0.000634191337358313,0.000650597238381161,0.00140387168091139,0.00310481785210469,0.00683594983532652,0.00843278653498697,0.00203294714947334,0.000516115658467254,"A"
37101,179056,NA,56434,108854,119788,125415,86464,107737,154653,106246,NA,NA,NA,NA,91682,NA,110277,NA,NA,NA,3865865,NA,4365679,4440094,4712758,4902748,5110528,4466976,4405209,4539804,NA,NA,NA,NA,5109627,NA,6408430,NA,NA,NA,13738,NA,12782,15545,13416,12626,14233,9931,9538,10834,NA,NA,NA,NA,11232,NA,16175,NA,NA,NA,4752,NA,9451,11561,10478,12616,12087,17125,8888,9889,NA,NA,NA,NA,8651,NA,11469,NA,NA,NA,58350428,NA,60652315,63246462,66364990,70482356,72933219,74201940,71182664,74984124,NA,NA,NA,NA,89709599,NA,96349872,NA,NA,NA,842.551020539099,NA,935.325803416099,987.507224344436,1044.63754894069,1113.14895258306,1203.69183926629,1227.04363453638,1169.74713118292,1185.92030214638,NA,NA,NA,NA,1409.53038778281,NA,1536.87018570448,NA,NA,NA,0.0123106634426838,NA,0.00894558132567215,0.0208890160047776,0.0323855171988804,0.0336687229377164,0.0163354635367169,0.00347956112524506,0.00169167040367151,0.00103861655365034,NA,NA,NA,NA,0.00140387168091139,NA,0.00683594983532652,NA,NA,NA,"A"
37103,71598,21127,6020,NA,76750,NA,NA,18787,34985,59083,NA,NA,67430,NA,43875,46995,72110,34401,NA,34467,238644,204088,189145,NA,227841,NA,NA,166650,178967,206885,NA,NA,229302,NA,177992,181634,205041,173113,NA,171331,0,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,0,0,0,0,NA,0,89,79,0,NA,0,NA,NA,794,404,481,NA,NA,0,NA,161,136,961,2005,NA,3308,16009580,15523333,15965888,NA,17837712,NA,NA,19417057,19488433,19941327,NA,NA,19509389,NA,19690105,18565123,18702553,18336744,NA,18115195,842.551020539099,890.822964332896,935.325803416099,NA,1044.63754894069,NA,NA,1227.04363453638,1169.74713118292,1185.92030214638,NA,NA,1300.34891711287,NA,1409.53038778281,1472.05463416467,1536.87018570448,1620.06558881241,NA,2200.17239653667,0.0123106634426838,0.00741533256088218,0.00894558132567215,NA,0.0323855171988804,NA,NA,0.00347956112524506,0.00169167040367151,0.00103861655365034,NA,NA,0.000634191337358313,NA,0.00140387168091139,0.00310481785210469,0.00683594983532652,0.00843278653498697,NA,0.000516115658467254,"A"
37105,24492,20773,13382,17975,27341,23492,20852,14941,10099,6207,3283,10662,14968,19608,24038,23236,27203,19770,12556,9904,2560067,2693465,2825407,2916646,3040937,3199885,3464520,3279010,3111207,3034312,2916715,2626141,2696389,2712541,2653484,2594214,2485586,2597179,2495517,2379246,28355,25255,25126,26212,21688,19250,20753,13831,11652,13345,8955,6804,9982,15096,15033,18616,21866,18282,22179,17104,20209,21646,21068,22112,20004,19402,18990,22705,19761,21289,18787,18372,15719,9930,10123,13017,13515,14562,15004,16805,8660527,8799249,8823253,9254512,9812639,10148573,10226384,9911696,9559927,9709450,9421268,9027497,9071715,9331103,9371022,9494667,9615580,9805553,9766079,9318387,842.551020539099,890.822964332896,935.325803416099,987.507224344436,1044.63754894069,1113.14895258306,1203.69183926629,1227.04363453638,1169.74713118292,1185.92030214638,1224.02139392336,1274.51443066992,1300.34891711287,1343.2795363846,1409.53038778281,1472.05463416467,1536.87018570448,1620.06558881241,1995.29705310664,2200.17239653667,0.0123106634426838,0.00741533256088218,0.00894558132567215,0.0208890160047776,0.0323855171988804,0.0336687229377164,0.0163354635367169,0.00347956112524506,0.00169167040367151,0.00103861655365034,0.000959678125724309,0.000730982779898323,0.000634191337358313,0.000650597238381161,0.00140387168091139,0.00310481785210469,0.00683594983532652,0.00843278653498697,0.00203294714947334,0.000516115658467254,"A"
37107,43163,27972,17255,7388,23641,11444,57879,87012,106044,92298,112201,136797,125760,140513,128051,118054,123648,58717,56145,38066,2390297,2357868,2250801,2227370,2312302,2308408,2234913,2215241,2117310,2135630,2250608,2394963,2516956,2614009,2694310,2703080,2805148,2668491,2682043,2568977,299,140,76,0,0,310,733,550,614,646,391,293,375,492,620,707,734,622,792,650,4059,4854,2320,2506,2269,2754,2670,3676,2853,3125,2945,2872,2799,3400,4350,5430,5994,7006,15669,15927,19335361,18710457,18758409,19575964,20440213,21424325,21792308,21763623,21604972,21891389,21354022,21048574,22023802,22437393,23144014,22577286,23131479,22605293,22817000,21958701,842.551020539099,890.822964332896,935.325803416099,987.507224344436,1044.63754894069,1113.14895258306,1203.69183926629,1227.04363453638,1169.74713118292,1185.92030214638,1224.02139392336,1274.51443066992,1300.34891711287,1343.2795363846,1409.53038778281,1472.05463416467,1536.87018570448,1620.06558881241,1995.29705310664,2200.17239653667,0.0123106634426838,0.00741533256088218,0.00894558132567215,0.0208890160047776,0.0323855171988804,0.0336687229377164,0.0163354635367169,0.00347956112524506,0.00169167040367151,0.00103861655365034,0.000959678125724309,0.000730982779898323,0.000634191337358313,0.000650597238381161,0.00140387168091139,0.00310481785210469,0.00683594983532652,0.00843278653498697,0.00203294714947334,0.000516115658467254,"A"
37109,13331,16581,13898,17427,18271,19100,14682,7982,2800,3988,5420,6508,12745,18171,24564,16297,18587,NA,7124,16002,1564823,1665278,1703140,1796825,1836440,1955822,2027017,1954680,1800571,1832946,1947431,1880053,2082133,2141838,2285459,2325026,2528912,NA,2680228,2616143,16946,15237,11443,12792,16812,15436,14778,11523,9283,9557,5172,3213,4351,7263,9251,12475,12370,NA,13600,12435,18083,17401,22199,19954,13225,19317,19543,16171,17222,21591,23713,18215,26275,22285,21201,22618,20172,NA,27445,33204,80522859,82468504,85608916,91071796,97947897,104410311,105395326,114380754,106494491,102417497,108713230,114659625,113851207,116910581,121299837,124039437,130275243,NA,133997125,131856970,842.551020539099,890.822964332896,935.325803416099,987.507224344436,1044.63754894069,1113.14895258306,1203.69183926629,1227.04363453638,1169.74713118292,1185.92030214638,1224.02139392336,1274.51443066992,1300.34891711287,1343.2795363846,1409.53038778281,1472.05463416467,1536.87018570448,NA,1995.29705310664,2200.17239653667,0.0123106634426838,0.00741533256088218,0.00894558132567215,0.0208890160047776,0.0323855171988804,0.0336687229377164,0.0163354635367169,0.00347956112524506,0.00169167040367151,0.00103861655365034,0.000959678125724309,0.000730982779898323,0.000634191337358313,0.000650597238381161,0.00140387168091139,0.00310481785210469,0.00683594983532652,NA,0.00203294714947334,0.000516115658467254,"A"
