All,All,All,All,All,All,All,All,Agri,Agri,Agri,Agri,Agri,Agri,Agri,Agri,Mini,Mini,Mini,Mini,Mini,Mini,Mini,Mini,Natu,Natu,Natu,Natu,Natu,Natu,Natu,Natu
count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
17.0,0.002322792002047854,0.025445064431699548,-0.0508588557609464,-0.010354395857067544,0.007118497713712202,0.016314552979427077,0.04764045024885988,17.0,0.014161484343268929,0.7678817187263232,-2.0767314275199036,-0.3884698803951636,0.0405367676837578,0.5795919460527568,1.0787794494351912,17.0,-0.0013362769099487918,0.17536464984272293,-0.24084310896994232,-0.08112921758888625,-0.02995683992871001,0.04565287870094892,0.5306795275357779,17.0,-0.0012326431026083472,0.17251917436029193,-0.23056619704905756,-0.0734854824015354,-0.020802305500920326,0.03968480877676761,0.5238781505947419
13.0,-0.005065520685085026,0.05046404315597702,-0.0933533805823199,-0.028090795377647026,-0.010515629403089477,0.0481947349725349,0.06733684397101491,13.0,-0.038745504301379526,0.22387991684194203,-0.42535327341734686,-0.0006886578331517512,0.0,0.05346615134774879,0.37594840218683423,13.0,-0.09084148734249603,0.2221621499341968,-0.5825030822661148,-0.15995684246865416,-0.031597153170578096,0.028849005358393853,0.14860691421350225,13.0,-0.07426675242243327,0.2575542664210293,-0.7601163333815677,-0.07666853072997881,0.0,0.006989681030123762,0.23511594407281322
3.0,0.00805907593132756,0.11662099702701793,-0.09340674522930392,-0.05564460767454449,-0.017882470119785054,0.0587919865116433,0.13546644314307166,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.8891538686820653,1.4745747825988536,-2.563783176571355,-1.4411184538449446,-0.3184537311185345,-0.05183921473742048,0.21477530164369352,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,-0.15036473769299796,0.055095182823965076,-0.18932291507853627,-0.16984382638576712,-0.15036473769299796,-0.1308856490002288,-0.11140656030745966,2.0,-0.8332006126800247,1.1654264451214047,-1.6572815549995017,-1.2452410838397632,-0.8332006126800247,-0.42116014152028614,-0.009119670360547616,2.0,1.6758148566210371,0.32863980260044373,1.443431423634455,1.559623140127746,1.6758148566210371,1.7920065731143282,1.9081982896076193,2.0,-0.5183721882390566,0.7632449603392438,-1.0580678754013935,-0.788220031820225,-0.5183721882390566,-0.2485243446578882,0.021323498923280226
16.0,0.025333872259396317,0.024208830210765753,-0.016232819988303504,0.010397714531920066,0.030628638389045726,0.03725473162569548,0.0733572969545424,16.0,0.09662248813460539,0.6384289018406679,-1.1565251679715018,-0.20513989028432977,0.10048711247089326,0.24985690602442112,1.2648948658151884,16.0,-0.00048688421429521345,0.14688618097707076,-0.2702162397501766,-0.08427583392123816,-0.03292846553493067,0.0678661522810895,0.24526886019999772,16.0,0.048924371451185666,0.3319362831015012,-0.7563889756148647,-0.08861835676755625,0.07090330396517874,0.16059714726276386,0.6873618616569726
14.0,0.012602903944832735,0.03667750112092733,-0.06900794575270908,-0.006152483296812505,0.014643311389123781,0.03471335842763423,0.07475905543023842,14.0,-0.10192838285453679,1.1955127782220716,-2.9321367432691883,-0.4515840968681215,0.0,0.2210713865261389,2.7651054068519443,14.0,0.06312625286918536,0.21894105054082716,-0.36939562429013506,-0.030183223270244808,0.11185814747214673,0.16091267849949387,0.5101007234080424,14.0,-0.09556422651772957,0.9572911437794533,-2.32185345033842,-0.4247791997796928,0.0,0.21621526542229086,2.140502219659629
1.0,-0.1548034800403446,,-0.1548034800403446,-0.1548034800403446,-0.1548034800403446,-0.1548034800403446,-0.1548034800403446,1.0,-0.17001624947794447,,-0.17001624947794447,-0.17001624947794447,-0.17001624947794447,-0.17001624947794447,-0.17001624947794447,1.0,-0.19039293517204214,,-0.19039293517204214,-0.19039293517204214,-0.19039293517204214,-0.19039293517204214,-0.19039293517204214,1.0,-0.17267512872581037,,-0.17267512872581037,-0.17267512872581037,-0.17267512872581037,-0.17267512872581037,-0.17267512872581037
1.0,0.019477342693383193,,0.019477342693383193,0.019477342693383193,0.019477342693383193,0.019477342693383193,0.019477342693383193,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.5870641927022913,,0.5870641927022913,0.5870641927022913,0.5870641927022913,0.5870641927022913,0.5870641927022913,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
19.0,0.030997712046778616,0.022613583340132477,-0.005355696955213318,0.01502364476095508,0.03304523251891567,0.041830322856727165,0.08160443774948689,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.012655128865212736,0.1936863513752916,-0.3110259783889848,-0.13046913665597337,-0.05552835537008427,0.12616844552846018,0.4211240359995987,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.001463641313692564,0.047657445579402845,-0.09431445058713273,-0.0218714628868808,-0.01029040770878531,0.01636163948359215,0.11819156567852573,19.0,-0.0492388194380167,0.588074987790157,-1.5096612756695809,-0.36722744198415747,0.10301867534304954,0.2849726095612155,0.8273940045310582,19.0,-0.047368361915264036,0.45697740621919114,-1.164834836179189,-0.15709194693136652,-0.030083431000436534,0.04683487917489915,0.7259822450867457,19.0,-0.03577009978255683,0.4383059005787868,-0.9988203997740435,-0.2767630468212241,0.10247226049406599,0.31226141181843925,0.52164741942806
19.0,0.012815631696208496,0.034297537379796614,-0.04776040473308463,-0.00788116950831963,0.018609321454105654,0.028214954068498166,0.0811366378164724,19.0,-0.13059231579059127,0.8238901558927733,-1.529632081151675,-0.5439367004673006,0.06580368747515664,0.4313289103004907,1.5182431815114636,19.0,-0.04940411561520869,0.22673503648965784,-0.6953385299927533,-0.14140498918886202,-0.07538529976536879,0.038287818451397726,0.39941156951105405,19.0,-0.10584131410651225,0.6035640532227994,-1.1393793379480304,-0.3741747616697104,0.04895831290239272,0.26619322136275425,1.1266448584543376
19.0,0.01141089947827916,0.021433210835554797,-0.031228859683867682,-0.0004897701973884949,0.007351725359793448,0.015642983612417893,0.06604344534758866,19.0,0.11345746290685473,0.4802496466015101,-0.7364618948337203,-0.1611293281753703,0.08740391686053428,0.3604315531885991,1.0550732820356732,19.0,-0.06571773710394851,0.14027232819129462,-0.4180383986911238,-0.1490055154177048,-0.030150749508351282,0.03900830453194182,0.1499152656303231,19.0,0.1282170926060575,0.7119387844353038,-0.38772461006326076,-0.08846731536538677,-0.05037004193916417,0.10012395515556527,2.9928104940353357
19.0,-0.017908409255731877,0.0517931409962313,-0.08634684758751376,-0.05081734318314801,-0.03643107933208434,0.013287854059167437,0.11034801892936663,19.0,0.011176777441184638,0.395223726686677,-0.7335672188880125,-0.2264413668534413,0.0979005927633203,0.2583417505464043,0.6723929955188588,19.0,-0.01522833534634213,0.23721439660974666,-0.6001856079023824,-0.13018206535376908,-0.019442969216356687,0.15093395624968498,0.31232020051120557,19.0,0.0020731948347743525,0.19757065459151832,-0.35680874506439686,-0.14089608089456274,0.013524968532539816,0.15827607691776446,0.3223491994433445
19.0,0.005256722346942972,0.022274107220594967,-0.04613398701861726,-0.002658748621493956,0.003288255212943625,0.01985780608949561,0.046608189074433426,19.0,0.01820627716526293,0.4604391256574335,-1.3529948181397415,-0.1546749365419302,-0.008876304894700482,0.24987306880705606,0.7447908808379005,19.0,-0.07771936268017857,0.2781698041621703,-0.6400667277034451,-0.20152431391393133,-0.1692898065089654,0.11420575707726055,0.5376348300759286,19.0,0.002217245721969843,0.3883251558434133,-1.1085957497777486,-0.15127089451233822,-0.0011978822876077544,0.1762828878074192,0.627115435296469
19.0,0.010182549416922421,0.03292072622167196,-0.046029058348745266,-0.004459372519134419,0.010606363772511784,0.02645241788833541,0.09409720456948989,19.0,-0.03074313304841079,0.2967701640774829,-0.9392340881468009,0.0,0.0,0.12823184390702824,0.3227462222876838,19.0,-0.01930569556631125,0.17488927164448465,-0.28503388958163534,-0.14545538182029105,-0.01848021439844416,0.029748336355993388,0.3864527821600028,19.0,-0.010421932893332141,0.19472656096151822,-0.5512552892097062,0.0,0.0,0.08659769775281312,0.3898706301480672
1.0,0.02671916085614434,,0.02671916085614434,0.02671916085614434,0.02671916085614434,0.02671916085614434,0.02671916085614434,1.0,0.4933128714451911,,0.4933128714451911,0.4933128714451911,0.4933128714451911,0.4933128714451911,0.4933128714451911,1.0,1.9459101490553132,,1.9459101490553132,1.9459101490553132,1.9459101490553132,1.9459101490553132,1.9459101490553132,1.0,0.17327379713786328,,0.17327379713786328,0.17327379713786328,0.17327379713786328,0.17327379713786328,0.17327379713786328
10.0,-0.0004598927676147113,0.0854530267982125,-0.1444660647600493,-0.04313383566962248,0.012307359855388,0.024498771092931637,0.1605172820092413,10.0,-0.02883290940651815,0.7819613583121462,-1.3875043507152824,-0.33219096175656615,0.10539335539617944,0.23595698886307304,1.5037497816420426,10.0,0.1286105633864459,0.1711000380199599,-0.10263418232009514,0.004678503337880446,0.15001054174444484,0.18204154079560864,0.4455818010827848,10.0,-0.00256742661846463,0.6712988145638387,-1.176798687127258,-0.2868207882105662,0.11293341308092941,0.2173227501505366,1.3345478260537842
19.0,0.008022721091621264,0.0320597742560202,-0.03878699266773644,-0.01698818233624344,0.0028451620788612075,0.0320222051937753,0.07932921187073028,19.0,-0.056532807818560994,0.4979553641999068,-1.4835861312222924,-0.28256712575265563,-0.007840503775041086,0.19641957131058252,0.9252571365818838,19.0,-0.01536161766802305,0.1966644115545211,-0.2876115282028717,-0.13910031539512868,-0.0700802560594962,0.07704503746013636,0.39076976650604855,19.0,-0.04665553864712981,0.41010316458261675,-1.2064580494696528,-0.20636313410363627,0.03596905147405138,0.17700622725792403,0.701707293051653
19.0,0.020973417452040528,0.04014322944813536,-0.055676016441417175,-0.0003753805453303727,0.01571035795786635,0.04206537674011024,0.13127238304550914,19.0,-0.042310264824289144,0.5833623188193653,-1.678184434971877,-0.2869937137480463,-0.017977348008679783,0.2139133338546726,1.126076386101989,19.0,0.040521866799457594,0.4752047281798819,-0.537551297751321,-0.18771527907451535,0.010439416251600164,0.13190237073971822,1.51553142926078,19.0,-0.035139310919557874,0.49791489854499577,-1.353335793582847,-0.2715465226947371,-0.027310805150378314,0.1987947063329223,0.8372069574052414
19.0,0.034718187170269074,0.04381916426655295,-0.05405037239483512,0.013568706437064648,0.0300166954604677,0.06210044124616676,0.13800902521987268,19.0,0.029033264982587445,0.23951918822879828,-0.46462489593419853,-0.06409989989670706,0.02052774553536807,0.11423289497816302,0.6379149128861634,19.0,-0.006607573438424272,0.1561457496905952,-0.27341291245950217,-0.10332380253329365,0.006788698957784334,0.07648751808522736,0.25909465971523105,19.0,0.0004837240486117211,0.1354135897135746,-0.20903205845793238,-0.07351466140440888,-0.02442440821703329,0.08246795034993681,0.23677607220884767
3.0,0.009466327554376264,0.05998256311344086,-0.055680950823610686,-0.017003590385095357,0.021673770053419972,0.04203996674336974,0.062406163433319506,3.0,0.19480682509217986,0.22734604676646444,0.04205025565611287,0.06417134985438899,0.08629244405266512,0.2711851098102134,0.45607777556776163,3.0,-1.2012786122614838,1.9705612865404738,-3.468942561525285,-1.8494148924835523,-0.22988722344181944,-0.06744663762958325,0.09499394818265294,3.0,0.053661380091573584,0.039123826744664816,0.012665032681193011,0.035194196692300395,0.05772336070340778,0.07415955379676387,0.09059574689011995
19.0,0.017255891092978492,0.07742470244352061,-0.21998008860860452,-0.010301300743150499,0.016375200826345804,0.06491691962106394,0.14211527094523646,19.0,-0.04553185762627424,0.6126992604227098,-1.5440725388269776,-0.31331604255650003,-0.1423986090904652,0.40682203604142053,0.9942446104792584,19.0,-0.0337761835466302,0.12823258018440864,-0.18243248466500184,-0.13831090983130157,-0.044337674402987304,0.030167003482460153,0.31174496434999455,19.0,-0.030851986312000958,0.1268348358425404,-0.19608149007655662,-0.10827272135038157,-0.052993672089582944,0.027017347824489057,0.3267343830047711
19.0,0.01408376717251654,0.0694973507322653,-0.12577705217016444,-0.03892484223823711,0.027581824725162463,0.057325306558842826,0.12604022041400498,19.0,0.029078696886649973,0.2319048020325901,-0.3325856707280881,-0.09647042719164922,0.04511881157567821,0.11802191322931943,0.6308179075988374,19.0,0.000952242041376631,0.21087569895896535,-0.31165735661747185,-0.16487363085676954,-0.05220593853954192,0.10144663002592003,0.42247045481657164,19.0,0.02151044474979339,0.17722808087946562,-0.20766146300486277,-0.09850649754886387,-0.03718197646343313,0.1200860872502103,0.4552138747302763
19.0,0.017531455003499917,0.050706607304020504,-0.0912789763488977,-0.02497645737940779,0.03165565153152983,0.05614838548562595,0.098402399809423,19.0,-0.012237872475341442,0.32981795428173205,-0.5425691846412253,-0.16988025763976733,-0.0558165657123908,0.1955444782379736,0.8375213914632642,19.0,-0.05103464572677736,0.236186058979829,-0.6845527555394213,-0.113757289462872,-0.019236058877426743,0.019482822365662678,0.5690100135388683,19.0,-0.04988406893855518,0.23299142046020538,-0.6739189275735278,-0.12195826048349279,-0.01709315424517399,0.022719153628560917,0.5570369207933741
