"FIPS_y","Agri_2001","Agri_2002","Agri_2003","Agri_2004","Agri_2005","Agri_2006","Agri_2007","Agri_2008","Agri_2009","Agri_2010","Agri_2011","Agri_2012","Agri_2013","Agri_2014","Agri_2015","Agri_2016","Agri_2017","Agri_2018","Agri_2019","Agri_2020","Mini_2001","Mini_2002","Mini_2003","Mini_2004","Mini_2005","Mini_2006","Mini_2007","Mini_2008","Mini_2009","Mini_2010","Mini_2011","Mini_2012","Mini_2013","Mini_2014","Mini_2015","Mini_2016","Mini_2017","Mini_2018","Mini_2019","Mini_2020","Util_2001","Util_2002","Util_2003","Util_2004","Util_2005","Util_2006","Util_2007","Util_2008","Util_2009","Util_2010","Util_2011","Util_2012","Util_2013","Util_2014","Util_2015","Util_2016","Util_2017","Util_2018","Util_2019","Util_2020","Neig_2001","Neig_2002","Neig_2003","Neig_2004","Neig_2005","Neig_2006","Neig_2007","Neig_2008","Neig_2009","Neig_2010","Neig_2011","Neig_2012","Neig_2013","Neig_2014","Neig_2015","Neig_2016","Neig_2017","Neig_2018","Neig_2019","Neig_2020","clusters"
1021,NA,-0.258226374311079,0.173827581582129,0.261404209143141,0.167565022390972,0.106961416867399,-0.377990500716102,NA,NA,NA,-0.443504253577702,-0.338481733150372,0.533158583950538,-0.631021254739531,-0.0277852819787121,-0.011756197117661,-0.00635528036731436,0.113488060556364,0.0165572926396447,0.132294389747715,NA,0.117414527321293,0.0646964699098476,-0.201241183683877,-0.660684508953837,-0.285503083262782,0.123112461116277,NA,NA,NA,-0.0655165163255482,0.020531420408739,-0.130031826498259,-0.137406639676875,-1.03504493033928,NA,NA,NA,1.1901794821936,-0.668454567969574,NA,-0.000303935973160918,0.147149111467142,-0.0656499094808805,-0.190028398866183,-0.20678830828794,-0.444011048971481,NA,NA,NA,0.61627057885968,-0.169831923355256,0.656135318097428,-0.17892701565442,0.0128984448177878,-0.0383672688260468,0.0842737058312704,0.108080548420926,-0.0481809929416617,0.121327044091114,NA,0.0449448128272074,0.0480633508592732,0.0802205482233305,0.0966258320105098,0.0421999445923937,0.0561774982800074,NA,NA,NA,-0.0085459706177069,0.0291512182961604,0.0236769440111004,0.00812451035634965,0.0398925139356585,0.0197520746668438,0.0217019825095548,0.0165996990583892,0.00975570082072608,-0.0301285891565151,"B"
1023,NA,NA,NA,0.177687660576892,NA,NA,NA,NA,-0.1752280913856,0.0360961290819084,-0.283577489192885,-0.0211784620138626,0.250701148393777,0.166019002554121,-0.00887288768073624,0.226678048510554,-0.102058287756236,0.0815970497446319,-0.0329221761584613,-0.0680147768533779,NA,NA,NA,-0.0341060408470639,NA,NA,NA,NA,0.335766156153023,-0.300925746829817,-0.0110725585533462,0.146143062923191,0.0396980867970545,-0.140645086601991,-0.053608422386425,0.18789334444533,-0.26413817951868,0.047552897545641,-0.338047152831917,-0.527108490191523,NA,NA,NA,-0.122356995193011,NA,NA,NA,NA,0.101173707749725,0.0135531926224068,-0.0288441916738762,0.0244245520070745,-0.148783750015864,-0.0209124001773375,-0.0026277589285808,0.0204242587322003,0.309159408062339,1.27669179293732,-0.150540559259397,0.0851848334166121,NA,NA,NA,0.0630037116289213,NA,NA,NA,NA,0.0323265115342473,-0.0147433817787856,-0.00845536256265689,0.0349522844615198,-0.0068624687870571,-0.00880894283059419,-0.0341087133520226,0.00484707901993353,-0.00183992173983327,0.0210831020609596,0.0033207732684577,-0.0300866835835087,"A"
1025,NA,0.0422284152181085,0.0301243515554894,0.0404720790795814,0.161995494082587,0.198870375664244,-0.0131436210074742,-0.356829657836048,0.0818574072339455,-0.0713843554901725,-0.0058754967889989,-0.284128166939292,0.21668143560834,-0.0929454147583542,0.0578809580126105,0.131386793914654,-0.24275427717558,-0.00774261870687809,0.0263525837438365,0.051443879328934,NA,0.0754746452658637,-0.132408951891984,0.068300217957491,0.127177665905736,0.212370855541556,0.146929598753012,-0.207830900247412,0.0760102447726059,-0.244205393601799,-0.0232915874008377,0.0590747656936053,0.327305627405149,0.0641755307528307,-0.173853196616756,-0.064058643279088,-0.0488355245841028,0.0161364164182203,-0.216424520593089,0.0316339871697071,NA,0.0430497981558862,-0.40084082241105,0.368293254030137,-0.228216796791559,0.0741568009939986,0.0454172346099018,0.0571718931996799,-0.103097064328439,0.0237224804926441,0.0801762788910452,0.0353163107829761,0.0177441676371028,-0.042356664086654,-0.0173659111080919,0.120889878958618,-0.0816780310142668,0.0416726964005676,0.129990906302497,-0.014193968617743,NA,0.00139733698451039,0.0251049699024382,0.104645900923844,0.0814856858006934,0.0399223710386138,-0.00174440422386013,-0.0585114945899079,-0.0426151014596741,0.00491990886308002,-0.018917002199359,0.0115706112734237,0.0389007837164357,0.00798709051300506,0.00539619694274762,0.0340365484212803,0.0161851822878916,0.0406749409324867,0.0247060298652286,-0.0238517177626782,"A"
1027,NA,NA,NA,0.275360011418476,0.572704167548677,-0.00683318539022792,-1.16950533769217,0.362727142015066,0.204205846668224,-0.0343201875308008,-1.54126141668591,0.702568452614917,0.801196492979312,0.219603961015677,0.310803677478036,-0.385081494892839,0.21374592493758,0.0895855555159262,NA,-1.51154086526824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.641245243426885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00614913544034934,-0.0764831291399206,0.0726206291660239,-0.144202903412363,0.00312430515245676,-0.074931017467673,0.00191938638580424,0.146036766096759,-0.0414435629645915,0.141862310711638,0.0694673436455862,0.0847368593438338,0.0368836134305539,0.022039459566292,-0.0298070922212919,NA,0.357111529843943,NA,NA,NA,0.125515025600455,0.0765199717402734,-0.00693371569150258,-0.0351325814620473,-0.0532029473039088,-0.140469486546534,0.0860159373052465,0.0134151384905419,0.0495623615427743,0.0366926594188577,0.0042885107640469,0.0180083333496039,0.0185945892494761,-0.0010750861299833,0.0276471178355315,NA,-0.048677672530987,NA
1029,NA,NA,NA,NA,NA,NA,NA,-0.0119693648984729,NA,NA,NA,-0.8031054054664,0.763930562820685,NA,0.68847019010737,-0.216809467098713,0.148668877656409,0.150476824634008,-0.392398579853644,-1.14985506695848,NA,NA,NA,NA,NA,NA,NA,0.932627151193849,NA,NA,NA,-1.48516023764407,NA,NA,NA,NA,NA,NA,-0.0764535557154424,-0.150504367674238,NA,NA,NA,NA,NA,NA,NA,0.0833184157891678,NA,NA,NA,-0.440219067888208,-0.043836314813178,NA,0.0683637428093906,0.0325055704049309,-0.0369205886140476,0.045413208659701,0.493767640861415,0.438879085741806,NA,NA,NA,NA,NA,NA,NA,0.00645785861251724,NA,NA,NA,-0.036160436065348,0.000950983032595332,NA,-0.000531110763677844,0.0237500880754702,0.0118779372013762,0.0325784161149834,0.0129284186178324,-0.0304886072530763,"A"
1031,NA,-0.086110098125685,-0.11529769264258,0.0946091176107906,-0.00126506256652448,-0.762705471487703,0.336981762200548,0.225349311040695,0.200780347396954,0.0179038159853384,-0.735435277515595,0.221762838314131,0.40297959474769,-0.128144594762679,0.283305175443669,-0.277081283985869,0.161528569756392,NA,NA,-0.52436501663693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.918716936056619,NA,NA,NA,NA,0.00713982756026788,-0.0436242476542041,0.0664132490623093,-0.0999663436817961,-0.0451157059294083,0.0630902949612064,0.0146863122199559,-0.0912126652379595,0.0219222189831516,0.00952085897066013,0.01660179085785,0.000155315679430501,-0.046897252710675,-0.00130293178041718,0.145499095477891,-0.0192053701535979,NA,NA,-0.0961148700420225,NA,0.0284273536367401,0.0135407985128122,0.0751907324675045,0.0670322198099029,0.0177804144726839,0.00451399487817206,0.0224382951963182,0.00769888172547439,0.047630408706139,-0.0467399994470803,0.0152542484035383,0.0175392494153197,-0.0149224662017975,0.021703031439948,-0.00684155627911132,0.00552649915396231,NA,NA,-0.065125453662878,NA
1033,NA,NA,NA,NA,NA,-1.30662158328541,0.155742064482419,0.85757797110197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.83788964489404,NA,NA,NA,NA,NA,NA,-0.0642838939895327,0.122869988542064,-0.253249265062294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0325340636736406,NA,NA,NA,NA,NA,NA,0.0591404361863113,0.00536939781791546,0.0439917205871385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.54662548829981,NA,NA,NA,NA,NA,NA,-0.0108312891592917,0.0162755369887275,-0.00349680627928706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0199541222041031,NA,"C"
1035,NA,-0.0282542019267371,-0.0517484795582313,-0.203399954798225,0.150434730234426,0.223347308279877,-0.0904137116679227,-0.14408576231928,0.346694654245679,0.00112007180168838,0.143822624961087,-0.188023815953949,0.11725312925536,-0.281975182773687,-0.00751219498717859,0.31577765759021,-0.196274108441612,0.133261552637997,-0.0501093801497561,-0.234967284160156,NA,-0.15877465107434,0.211884476388288,1.65205756965486,1.1318220336208,0.614371256026358,0.263289663425764,0.118652457897863,0.0552057257271983,-0.426519463101062,0.27973640869938,0.291445918325678,0.0992538223101391,-0.119605691670905,0.235477983536574,0.154382748186,-0.103928312088842,-0.368395985443449,-0.111960968342586,-0.217013032842868,NA,0.136154648507364,-0.128765452324992,-0.0311551677797954,-0.30213196263284,0.0694493882718712,-0.0972289523789467,-0.00884179058146106,0.081817331031905,0.117237333050753,0.0538373626323256,-0.0939318198342036,-0.0152674721307884,0.0626135927279865,0.00144404357223404,0.148569269989063,-0.0445082996733221,0.117638537426235,0.0217275557057643,0.0614228126264065,NA,0.0118474889445483,-0.0123483593667526,0.0855652820988713,0.0437229723963295,0.0253716362971534,-0.00249292098662224,-0.0443511135307997,-0.0314989070777827,-0.00059299206007779,-0.0144425892548714,0.0256435174668841,0.0298197263409357,-0.0293448617225867,0.0198954431162601,0.0100879258840916,0.011284937075084,-0.0189119832499536,-0.0294078026503772,-0.0526717189699699,"A"
1037,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.773288629285155,NA,NA,0.0142750321065428,NA,0.0428548547254586,NA,-0.149875962667389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.332645307686715,NA,NA,0.498612464304268,NA,-0.393225444889532,NA,0.0481955538962122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0322227322245503,NA,NA,0.0872476287643735,NA,0.0539884241092103,NA,0.0432250159501315,NA,NA,NA,NA
1039,NA,-0.0507038596864646,0.205258631872692,-0.168367146473839,0.0410862155217995,-0.07022119706415,-0.37589558955815,-0.0708782667592054,0.0645807834539447,-0.176293464189392,-0.426438080774121,-0.142990248639455,0.803973791515425,-0.0985531467569771,0.37305350738291,-0.104284949184906,0.167237380523936,0.121148926493134,-0.161309540260469,-0.528973651672395,NA,0.295825262830963,0.0511561107670602,-0.174967677919673,-0.0615034193510464,-0.30651193702534,-0.0316649146439687,0.0717026583905653,-0.121163288558964,-0.19863833331493,0.0728689460258956,-0.00816450081284792,-0.629487394101064,-0.275304775743225,0.545248023857625,0.387975240561802,-0.195671512989209,-0.456494323197543,-0.279611296382676,-0.315522698424722,NA,0.53744188680545,-1.08259741883272,0.31969906572294,-0.313413542676907,0.166598938963773,-0.0566256111009444,0.898704459840047,0.315376763862746,0.221439849808386,0.00307367529326008,0.148069947620536,-0.028567789615348,-0.025341711511162,0.125575810982607,0.0983383883160869,0.0153191740470948,-0.045581469990049,-0.0331542286129256,0.155823830187833,NA,0.0561403850394164,0.0535305553254872,0.0929589440501175,0.0636032489176053,0.00357732672440392,-0.0018939955931927,-0.0434207614884414,-0.0333564120610461,-0.0045909697676656,-0.00276136311140362,0.0477616773989062,0.0266536738850576,0.00491922791879063,0.0252017532391626,0.02749057735139,0.0282030900452845,0.0186086597896065,0.0356954693871252,-0.0184430960398423,"A"
