"FIPS_y","Agri_2001","Agri_2002","Agri_2003","Agri_2004","Agri_2005","Agri_2006","Agri_2007","Agri_2008","Agri_2009","Agri_2010","Agri_2011","Agri_2012","Agri_2013","Agri_2014","Agri_2015","Agri_2016","Agri_2017","Agri_2018","Agri_2019","Agri_2020","All_2001","All_2002","All_2003","All_2004","All_2005","All_2006","All_2007","All_2008","All_2009","All_2010","All_2011","All_2012","All_2013","All_2014","All_2015","All_2016","All_2017","All_2018","All_2019","All_2020","Mini_2001","Mini_2002","Mini_2003","Mini_2004","Mini_2005","Mini_2006","Mini_2007","Mini_2008","Mini_2009","Mini_2010","Mini_2011","Mini_2012","Mini_2013","Mini_2014","Mini_2015","Mini_2016","Mini_2017","Mini_2018","Mini_2019","Mini_2020","Util_2001","Util_2002","Util_2003","Util_2004","Util_2005","Util_2006","Util_2007","Util_2008","Util_2009","Util_2010","Util_2011","Util_2012","Util_2013","Util_2014","Util_2015","Util_2016","Util_2017","Util_2018","Util_2019","Util_2020","Neig_2001","Neig_2002","Neig_2003","Neig_2004","Neig_2005","Neig_2006","Neig_2007","Neig_2008","Neig_2009","Neig_2010","Neig_2011","Neig_2012","Neig_2013","Neig_2014","Neig_2015","Neig_2016","Neig_2017","Neig_2018","Neig_2019","Neig_2020","clusters"
1001,10.0192685855218,9.80162092613256,10.5951586442127,10.8178364001729,10.9869692827773,11.1638501420493,10.8279646842138,10.1161766459465,10.4282160814711,10.1598337446781,10.326399574248,9.73258060055743,10.2086533893277,9.76457025334946,9.835422821622,10.2581154026072,10.4101846657183,10.5278204170957,10.4960129717854,10.3804978278074,13.7640067150972,13.7994208093953,13.8235104731413,13.9727518853875,13.9939236533308,14.0600977423291,14.0770606449253,13.9746573080508,14.0053769143757,14.0675159696834,14.1345553870772,14.2775160371114,14.205587202007,14.206610986302,14.276829080623,14.3176043701808,14.2777938368511,14.2868114703742,14.2477876572089,14.2348608196046,8.44333134281778,8.02387999273488,8.21500643276157,8.68558484267669,8.92439013236916,9.26700421909372,9.37118289709301,9.25836834098676,9.01845321031253,9.15005944109125,8.96839619119826,9.24464517566817,9.57983281962553,9.41767969174542,9.29145942326097,9.49506808460153,9.38412559774785,9.7271083051978,9.71377877730816,9.71196378497738,10.0484965744461,10.8840667742926,10.9521389920505,11.4571801698546,11.2175874941075,11.6541037950989,11.8027926483273,11.6186629095814,11.8043480330377,12.2293251973403,12.5945238342791,13.0081930580227,12.8124956805729,12.7350171269063,12.9320886780483,12.9592631024875,12.7348933816681,12.7269773047378,12.7097890586361,12.7891677667762,16.5471679698132,16.5621769946882,16.590304035444,16.6460147060492,16.6889085734935,16.7148644113483,16.7159484815886,16.6893183318263,16.6589504905759,16.680367109477,16.6928391220337,16.7075286820777,16.7029802199619,16.6878787759023,16.696893425453,16.723072328456,16.7251839462189,16.7254433017633,16.7261542230058,16.6939519309935,"A"
1003,9.86941357220238,9.8880185216322,10.4576599808055,10.2320356185402,9.43859086065854,9.92275081871697,8.8376812155932,8.69450220638665,9.28126471031288,9.62806337747985,9.86323831062844,9.89187033319594,10.5447096602312,9.48303570211964,9.38672768928195,9.57157490517093,10.0159229818659,10.1926060927739,10.2010333184248,10.914633815423,15.2037295657629,15.2489957096992,15.3031134364739,15.4072534325744,15.5207472580871,15.5513444413429,15.5823027560534,15.5328284096416,15.4886396326288,15.4984916402241,15.4967737534844,15.5068227919503,15.5522841340723,15.5691528782214,15.6060683054139,15.6507180107832,15.6801468131759,15.7323912575033,15.780485527189,15.759404533049,9.28526229849344,9.07954808172616,9.12303804357339,9.18789024313859,9.51613246360028,9.65310126482804,9.57914149571276,9.23815007261545,9.19410935886576,9.28107838648152,9.39299520656026,9.55407191027898,9.43308384326905,9.30918973601835,9.23200401161221,9.7238823032364,9.58155904135576,9.58342001994019,9.52361708908944,9.39930647148881,9.68973724623851,9.80857229473984,9.7763925447323,9.88139530606131,9.87519095338102,9.87452207424311,9.9054855551988,10.0025180759991,9.8967146682487,9.95351504613578,10.0176640925984,10.0169055195717,10.0559510956626,10.0490586758553,10.063009495553,10.2181522963178,10.205331372394,10.2434180880566,10.2784934531596,10.4337333775416,17.3383868431914,17.347835846191,17.3696798106458,17.417598819937,17.4662362775008,17.5101714175004,17.5197716064847,17.4973847826532,17.4726172102473,17.4777969040649,17.4876608568243,17.4829196904526,17.5018662550809,17.5026284113704,17.5158702611184,17.5390416973333,17.5552739827042,17.5666669151846,17.5861227754182,17.56250518197,"D"
1005,11.3231078830493,11.3397975171441,11.1056186619827,11.4479388434507,11.430597648423,11.3384887410197,NA,NA,NA,NA,10.6124834756504,10.7584771838337,11.4647536096085,11.0910412988338,11.281535505302,11.2504951983246,11.2080972336835,11.2996456070929,11.1096828852152,10.5348657066984,13.608180068556,13.5903624989662,13.6148694176209,13.6972662909571,13.7015251770799,13.6821951420151,NA,NA,NA,NA,13.5167837159797,13.4783482833216,13.6035232932146,13.5437648248108,13.5147000163905,13.4978502619928,13.4885677715592,13.5015091505264,13.4995730335409,13.4401972801053,10.8741717682406,10.2900756048746,10.408797995614,10.5840812670245,10.4653579398084,10.4405363243424,NA,NA,NA,NA,10.5588290183602,10.5918482963621,10.5902141652932,10.6021942503013,10.4494969056366,10.5562553489427,10.6283998375261,10.4936879686622,10.4894392014925,10.0603203465629,9.46374151045109,9.46954580643542,9.30891793533718,9.2975267336551,8.82497196556714,8.93274063486591,NA,NA,NA,NA,8.96788657212747,8.93247660846174,9.02845871841061,8.96059613886479,9.0173622349937,9.07199742235444,8.90082160491523,8.93155196669452,9.07509322256816,9.0359869848314,15.5158288531233,15.5351318572934,15.5508917207542,15.6161450276097,15.6691609841228,15.6928024082287,NA,NA,NA,NA,15.7190765724889,15.7111165473371,15.7392218396033,15.7136225006973,15.7161011134469,15.7215470721879,15.728562600913,15.7182574321736,15.7248013274623,15.6909151614055,"A"
1007,9.67445167551708,9.79673718258925,NA,9.65258732417688,9.65265158120501,9.83980200085,NA,9.63253148399993,NA,NA,9.51406802284643,9.49814743661612,9.62079302159539,9.29431380575236,NA,8.85594853405202,8.868413284672,8.56235774337061,8.48280876455441,8.66578559546606,12.5862028514908,12.5995899959223,NA,12.6908417269764,12.6848346826998,12.6939745163507,NA,12.7498435639038,NA,NA,12.8290870194096,12.8038206423251,12.7991812349476,12.7829331702987,NA,12.7610405057078,12.7748860058196,12.7742686606673,12.8491179269724,12.869610772586,8.21527695893663,7.23633934275434,NA,7.78779687818117,8.72502003861855,8.51036996606811,NA,9.29109052166129,NA,NA,9.45100945015621,9.2412574746109,8.85166342536678,8.905037290767,NA,8.19118600464279,9.17802377049964,9.16314393714521,7.03174125876313,7.01660968389422,7.77904864492556,7.89431806384162,NA,7.8811822022271,7.44073370738926,7.41276401742656,NA,7.36454701425564,NA,NA,7.48885295573346,7.41095187558363,7.42535788702715,7.36137542897735,NA,7.56527528189893,7.55328660560042,7.58731050602262,7.7553388128465,8.04398443122155,17.7615580881733,17.7973678807645,NA,17.8756071809392,17.9149581774133,17.9138542131441,NA,17.9216712176648,NA,NA,17.9122738427173,17.9167098891503,17.9143506501323,17.9055571136414,NA,17.9273067343818,17.9478989070592,17.9634176562297,17.9797961309361,17.9356679668688,"B"
1009,11.4041257085649,11.1380283584285,11.4731758119529,NA,NA,NA,NA,10.5390321029596,10.8674249378776,10.7891334926956,9.16178018136081,8.87206651340834,11.0085622481319,NA,11.6517652431522,11.2536494270186,11.6069803117191,11.7440689314615,11.2620766425638,10.1148823568158,13.6048561910932,13.6101528958139,13.6407416082949,NA,NA,NA,NA,13.6574381983935,13.6457963929679,13.6410369254951,13.6030534526426,13.6871088431598,13.6802634085562,NA,13.7501450282827,13.6709159068409,13.7325647236269,13.7820933717233,13.7453187537589,13.689804467641,9.45704418769941,9.12369256525051,9.93866162754378,NA,NA,NA,NA,9.23112291115871,8.03138533062553,9.42108740295384,9.83766821149884,9.73955586085376,8.39298958795693,NA,7.23633934275434,7.40731771046942,7.40062057737113,7.56008046502183,7.52131798019924,7.58018941794454,8.56560233062392,8.43814998407578,8.42002127966396,NA,NA,NA,NA,8.39818440483404,8.31776616671934,8.19478163844336,8.34069464792507,8.32239411311117,8.34283980427146,NA,8.41227702146668,8.4898219946201,8.49821422481843,8.49801037199946,8.5143892640835,8.580543506917,17.698474715153,17.7230083600866,17.7361634386693,NA,NA,NA,NA,17.7854836282384,17.7428900467131,17.7483443489929,17.7676596550284,17.7837646229278,17.7763186799301,NA,17.7742004082474,17.7805710567801,17.7962375158129,17.8126714715347,17.8125189344173,17.7631824050009,"A"
1011,10.5885017498659,10.821377005774,10.7359617983172,10.5911446903524,10.4134628148473,10.80073816633,9.82687645016429,NA,10.868187423618,10.5803529005218,10.5036967374368,10.9953605162161,10.518592107258,9.96439448743965,10.1293873020441,NA,NA,NA,10.6197651504849,NA,12.3669619979882,12.400298069327,12.3845325892177,12.3731282686537,12.3664425174571,12.4055216859847,12.3426469039394,NA,12.4468399815979,12.3836454448019,12.347298732913,12.4126273597877,12.3262483719731,12.253862309366,12.227662889773,NA,NA,NA,12.4180703116008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.30449489796357,8.30548401772769,8.158802490694,8.26898820950666,8.17385745477362,8.24170315972982,8.26462082941122,NA,8.06557942728209,8.30745932701195,8.28475659319044,8.19836438996762,8.23483028044206,8.21012440516427,8.27842825919907,NA,NA,NA,8.50835424274903,NA,16.485342455333,16.4973507241062,16.5164990840269,16.5633538084042,16.6045840319826,16.6271510487985,16.6230504953735,NA,16.5777255966248,16.5940935908723,16.5932588218476,16.5921668713273,16.6000611385588,16.5891686457289,16.5954479003332,NA,NA,NA,16.6257257544836,NA,NA
1013,10.7291750097274,10.7439981457343,10.7828653063867,10.8413636354353,10.471723225146,9.57990192573799,10.8533097676191,10.5344135249137,10.7548556895258,10.7659765834419,9.39524193103352,9.91891789019148,10.74682041986,10.8677300019435,11.2793021927006,10.9908535042312,11.1278804405516,11.1669926175634,10.7968371371087,9.63253148399993,12.9840962172853,13.0176160070678,13.0572017288298,13.1071218126303,13.0975193033442,13.0934020166591,13.1524036171343,13.1208001562105,13.056667920608,13.2027223427554,13.2501970689142,13.2248134618631,13.2423271446473,13.2360205801721,13.2675713328582,13.249406516763,13.279119232243,13.319974123265,13.3304192804185,13.2616330247091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.89727211313399,8.93168411073171,8.87863674743007,8.89713534229332,8.86488793377419,8.73841489716775,8.63621989783788,8.65921345143667,8.57451825803551,8.5657928612523,8.70417055974639,8.62819774945915,8.74273386733017,8.73777346032728,8.74687531957003,8.87863674743007,8.82335348511379,8.89384721767028,9.00932517273497,9.12945564323572,15.0800112264846,15.0720532315093,15.0816189361611,15.181634609201,15.2217112174769,15.2606057611779,15.2337494654068,15.1904919177171,15.1782588739341,15.2131349907264,15.1930827412422,15.2073773641326,15.2440153892259,15.2128937105559,15.2193542743745,15.2272899005942,15.2453403489069,15.240221703404,15.1949336156572,15.1382864108898,NA
1015,9.95868571300089,9.47554674766278,9.71788060475064,9.93986769662888,10.5199426557859,9.61767040669386,9.27528506061656,9.4906956690415,10.4150229243714,10.4096121437435,8.95195816856926,10.1842960560447,10.4540625958194,10.3798148948945,10.7001610676717,10.1877638318531,10.3697968661936,10.3841219741379,10.0360497256191,9.19664704484418,15.0645792825643,15.092390363567,15.128237762202,15.2099486685564,15.2683210927522,15.2706467458311,15.2972119123837,15.3058959793243,15.2500809034668,15.2894778272138,15.241167929805,15.2399736367765,15.2084517796809,15.1670240153745,15.1520493890991,15.1623122489539,15.177629535208,15.1915788102077,15.2301078359443,15.197435637661,9.1563064834837,8.90747697752874,9.2610334862917,8.89836560695536,8.57866451350434,8.59007183682881,8.71094912583585,8.38753998318937,8.34212526333359,8.2419665602318,7.95402108727804,7.92117272158701,7.75662333453886,7.6182510978767,7.23849684089437,7.51914995766982,7.6177595766085,7.57660976697304,7.60986220091355,7.41758040241454,10.5073389306105,10.51469230543,10.5224498349067,10.5202665162049,10.5526044725899,10.5094687987085,10.6286662039267,10.5070655422333,10.4505679569613,10.5600744777843,10.561240688897,10.5064364651779,10.4999035441363,10.3856050121654,10.3929567424736,10.5986077853477,10.5584654669786,10.5848404532134,10.6496777458333,10.5483369476883,16.1231535382537,16.1509780501411,16.1925323048046,16.2804188162955,16.3283425568943,16.3276821999922,16.3309485143044,16.3202034950457,16.2398193564108,16.2872498979666,16.2829746333391,16.3096708438248,16.3136393256827,16.2969552219891,16.3025782876028,16.3076669480966,16.3177511039635,16.3341154887699,16.3347141201515,16.2889311616252,"A"
1017,NA,9.90163583917265,NA,10.0108610408045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3674416703303,NA,13.6708038101649,NA,13.6697550399454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6025178124563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8750074860484,NA,8.79709507654906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.54187185170622,NA,15.9482657080722,NA,16.0521330763377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2703830817289,NA
1019,10.3802185025313,9.69363034554765,9.99852496787088,10.2029993767415,10.0316168802467,9.90777833395328,NA,NA,10.5939812156305,10.3426775300459,10.6366243813122,10.1633486867855,10.8154288392724,10.4390155449425,10.9751396596215,10.9520163410363,11.0863184331086,11.3404037326544,11.192169084789,10.1997700352071,12.8597328774993,12.8552940615217,12.9056168216152,12.9940503454212,12.9784260301459,13.0211564458826,NA,NA,13.0105912400478,13.0689098566702,13.0768030915576,13.1056382896217,13.1727522629375,13.1488339207339,13.1597400837293,13.1425051628661,13.1397670510795,13.2008676715572,13.1756349137803,13.0724165445515,8.76981787205262,8.49146504284351,8.61232153650781,8.6351539890498,8.41538192526955,8.54012816269873,NA,NA,8.72046051272565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.14184737553088,9.1719113453564,9.36451962282386,9.39182824802156,9.31937413300031,9.1718074222594,NA,NA,9.48295956675092,9.38286408629003,9.37118289709301,9.3179383825742,9.68502054910582,9.46877384406884,9.50844296175585,9.52835764422404,9.56050416429926,9.73424015522944,9.7133555736502,9.81432841621631,16.4618473280457,16.4394842710737,16.4579639714958,16.5182530983228,16.5329918132046,16.5341018065014,NA,NA,16.4902830127838,16.5091239818132,16.4833138075107,16.4758079266824,16.4801718617572,16.4802205270015,16.4958937322888,16.5043727068803,16.5085382846136,16.5182774938335,16.5150244280442,16.457501295215,"A"
